customer_key,customer_id,age,gender,state,city,customer_type,customer_segment,loan_type,customer_since_date,age_group,region
1727,eb06c454-2a51-4170-b9c2-ea4af006311f,44,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2020-08-13,36-45,South
1728,68d2cff0-5f44-42c3-a4c3-b2163de98017,39,F,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2024-06-01,36-45,North
1729,198daa8e-10e0-45aa-94e1-f261170eb9a6,32,M,Maharashtra,Mumbai,SME,Premium,Personal Loan,2021-01-23,26-35,West
1730,2c5af920-f4d5-42eb-857f-dd4a0934f892,25,F,Delhi,Delhi,Retail,Premium,Credit Card,2020-12-04,18-25,North
1731,de889e00-8045-4bd2-8bf2-8583fc997505,41,M,West Bengal,Kolkata,Retail,Premium,Auto Loan,2022-04-25,36-45,East
1732,acbd5a1d-62d9-4856-aaaf-8684fbd7bdc6,23,O,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2025-03-02,18-25,West
1733,d721c548-4d90-49de-8a61-923d464ea261,43,O,Maharashtra,Pune,Retail,Mass,Credit Card,2024-11-16,36-45,West
1734,b7e8a121-a720-4b25-9030-3f6359401f5c,69,M,Karnataka,Bengaluru,Retail,Premium,Credit Card,2020-11-20,65+,South
1735,8815da44-a93c-47d0-af13-140c303f17e0,54,F,Uttar Pradesh,Noida,Retail,Mass,Credit Card,2025-12-30,46-55,North
1736,b6343db2-d610-425c-9cc4-1bff3fbbbfcb,46,M,Maharashtra,Pune,Retail,Mass,Credit Card,2023-03-31,46-55,West
1737,4ed57a5b-6326-4e17-90b6-a63ad704a018,36,F,Gujarat,Ahmedabad,Corporate,Premium,Personal Loan,2022-09-27,36-45,West
1738,1178a737-5156-46c7-9942-9ac9318b6f79,18,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2021-05-31,18-25,South
1739,6780cf4d-9e2b-40af-bec5-0b4e63228b81,22,F,Telangana,Hyderabad,Retail,Mass,Personal Loan,2021-02-06,18-25,South
1740,57d1ecea-b512-412d-8882-871b1bb9f769,53,F,Maharashtra,Pune,Retail,Mass,Home Loan,2024-06-13,46-55,West
1741,20f14915-9771-4297-9128-41a72995e634,28,M,Karnataka,Bengaluru,Retail,High Value,Personal Loan,2023-04-02,26-35,South
1742,21436dcf-bab2-497d-a54b-bb3e54fd5562,29,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2022-07-14,26-35,South
1743,e98f26b8-7441-4507-a90c-466581e7fe26,36,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2020-09-19,36-45,West
1744,0d3b510f-cdcc-4b42-9f88-f14b5b626dd0,25,M,Rajasthan,Jaipur,Retail,Mass,Credit Card,2022-12-15,18-25,North
1745,753fc15e-70cf-4b60-ae41-375634f2b09d,23,M,Maharashtra,Pune,Retail,Mass,Personal Loan,2025-05-03,18-25,West
1746,95bd38de-cb30-4775-b2a4-856afb8d3b51,37,F,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2020-12-10,36-45,South
1747,ae5483ee-7c53-486a-b86c-c3ce7dcbcb49,27,F,Maharashtra,Pune,Retail,Premium,Credit Card,2023-03-14,26-35,West
1748,ed2f9a1d-cf89-4637-80cc-01112811cbc7,29,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2025-01-08,26-35,South
1749,c62726c6-3be1-4d89-8781-871d25e42016,28,F,Delhi,Delhi,SME,Mass,Personal Loan,2024-12-17,26-35,North
1750,bc041046-cbdd-4774-8957-1696ad92ff4f,44,F,Delhi,Delhi,Retail,Mass,Personal Loan,2024-11-18,36-45,North
1751,37844da1-c309-456f-b0cd-b515f9dc4495,35,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2022-01-20,26-35,South
1752,c527f0d4-7d06-4aaf-b82b-cb5d805e2db9,35,M,Karnataka,Bengaluru,Retail,Mass,Home Loan,2020-10-22,26-35,South
1753,25c14eaa-cfbe-49be-aeb5-eb83eff4def4,45,F,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2023-08-03,36-45,West
1754,d8912edb-1b62-418e-ad50-19815e714e7d,36,F,Haryana,Gurugram,Retail,Premium,Credit Card,2025-06-20,36-45,North
1755,53399e97-0023-45c9-8a6f-50a64eda5da9,34,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2021-02-20,26-35,South
1756,fa0c05de-b384-495b-947e-88b04f217808,43,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2022-07-12,36-45,South
1757,48d2cb48-266b-48bf-8f6a-1b225ebac76e,46,F,Maharashtra,Mumbai,Retail,High Value,Credit Card,2022-11-17,46-55,West
1758,31079103-85c1-4b4f-afd8-2b5fdfc1d615,36,F,Kerala,Kochi,Retail,Premium,Credit Card,2025-09-02,36-45,South
1759,bc47163e-dc29-449b-8bc7-ad58051bc896,38,F,Gujarat,Ahmedabad,Retail,Mass,Credit Card,2020-09-08,36-45,West
1760,b8bc5a6f-7563-414d-90aa-7e6cee558e66,28,M,West Bengal,Kolkata,SME,Mass,Personal Loan,2025-08-01,26-35,East
1761,0b4692eb-e28f-4a57-8bca-f67f27c11ad8,27,F,Karnataka,Bengaluru,Retail,Premium,Home Loan,2022-08-30,26-35,South
1762,81dee62b-6844-4f1a-93df-eb0363a3762a,47,M,Maharashtra,Mumbai,Retail,Mass,None,2022-09-25,46-55,West
1763,9a75ab1c-0d68-46c4-8ed8-ec5320fbad95,43,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-03-11,36-45,South
1764,7a92a587-aa19-480f-9a86-8195861a57c9,43,F,Maharashtra,Mumbai,Retail,Premium,Auto Loan,2022-12-26,36-45,West
1765,6e2d9946-8566-4ab7-9183-3545d29052a1,41,F,Maharashtra,Mumbai,Retail,Mass,None,2023-10-29,36-45,West
1766,2f4c3b0e-efb0-4e58-b0da-e072ae6c3437,38,M,Maharashtra,Mumbai,Retail,Wealth,Credit Card,2022-11-12,36-45,West
1767,10822a9c-70d3-4f80-b3ff-41e3e9370b18,46,F,Andhra Pradesh,Vijayawada,Retail,Mass,Credit Card,2024-01-05,46-55,South
1768,98dc9520-1a20-41b2-b7c1-bb878baf6df7,49,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-05-30,46-55,West
1769,f674aa4f-377e-44d8-ba86-e126cea3a8ff,48,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-04-16,46-55,West
1770,67f461a7-821f-4ae9-8c4a-b5f4755229d1,36,M,Haryana,Gurugram,Corporate,Mass,Personal Loan,2021-12-09,36-45,North
1771,7c4b0b07-b8a3-4f2d-ba22-dc6b3551ed4b,54,M,Telangana,Hyderabad,Retail,High Value,Credit Card,2025-03-01,46-55,South
1772,e4f41f35-aa17-4058-899c-222b067c0479,40,F,Maharashtra,Pune,Retail,Premium,Home Loan,2020-07-27,36-45,West
1773,79c24ef1-bf47-46b0-b102-47cd5d387aa7,45,F,Tamil Nadu,Chennai,Retail,High Value,Personal Loan,2025-06-22,36-45,South
1774,929939f2-7862-4c73-9a4a-18d56c9e8143,41,F,Gujarat,Ahmedabad,Retail,Mass,Home Loan,2024-06-29,36-45,West
1775,33fad1bf-2a2a-4584-a0bb-ccfe01377d1d,40,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2024-02-08,36-45,South
1776,199adf66-809d-441c-9228-d765b610f629,29,M,Telangana,Hyderabad,Corporate,Mass,Credit Card,2024-03-26,26-35,South
1777,2ec18850-a1f7-4a95-9586-7455d1de813e,46,M,Maharashtra,Pune,Retail,Mass,Personal Loan,2024-01-29,46-55,West
1778,7ec73d5a-f5c1-4de9-b37a-a4b021605da2,72,F,Delhi,Delhi,Retail,High Value,Credit Card,2024-03-26,65+,North
1779,79f86d62-343d-42c6-987b-d4d1d92b65b0,33,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2023-08-13,26-35,South
1780,acb4dc58-7f63-4329-b79c-f07f38ed516e,38,M,Delhi,Delhi,Retail,Mass,Personal Loan,2021-10-28,36-45,North
1781,5de88495-bcba-45e7-8231-4a8cb6ea6121,32,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2021-06-22,26-35,West
1782,23ca3a4a-5094-4ddb-8d97-7720d4d255ff,32,F,Haryana,Gurugram,Corporate,Premium,Personal Loan,2024-02-05,26-35,North
1783,4322a264-5790-481b-839c-8fed1c88c77d,56,M,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2024-08-03,56-65,South
1784,8f4bccdd-2b0c-49a3-9c56-3262af7b020d,29,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2022-04-19,26-35,West
1785,93325649-fa03-432f-986d-a658a97439f1,32,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2025-09-04,26-35,South
1786,a2eb2dfb-79ef-464d-bd5e-becc501e01d1,18,M,Uttar Pradesh,Noida,Retail,Premium,Personal Loan,2023-07-25,18-25,North
1787,d4c86953-8aa0-4fa7-9046-b5a7628e0fb6,28,M,Karnataka,Bengaluru,Retail,Mass,Auto Loan,2024-10-18,26-35,South
1788,39855584-93ac-445f-b54a-28c2b572dfaa,18,F,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2022-09-04,18-25,South
1789,90964c01-598f-42f7-81c7-f62746139dd2,45,M,Uttar Pradesh,Noida,Retail,Mass,Auto Loan,2025-07-29,36-45,North
1790,4d54a94e-2277-41bf-9d72-f8d23ab1757a,71,M,Maharashtra,Mumbai,Retail,High Value,Credit Card,2021-06-18,65+,West
1791,bc4cb8f0-52da-4b3e-8877-918a7a420173,33,M,Maharashtra,Pune,Retail,Wealth,Personal Loan,2024-07-11,26-35,West
1792,70f89429-bb2f-43ed-a4f1-99a65a3bda9a,18,M,Karnataka,Bengaluru,SME,Mass,Auto Loan,2023-03-10,18-25,South
1793,c3eae869-482e-4bd4-b85b-4e2ff838a52b,48,M,Karnataka,Bengaluru,Retail,Mass,Auto Loan,2022-11-14,46-55,South
1794,ccab2661-8d8d-44d8-a99e-d9474757acc6,29,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2023-05-27,26-35,South
1795,a40e7822-9e33-44c0-b46e-4b29645d85b0,53,F,Gujarat,Ahmedabad,Retail,Premium,Credit Card,2023-07-21,46-55,West
1796,afab6789-20cb-44b3-ab71-c00df5de2118,34,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-07-17,26-35,South
1797,2890c8e6-9143-4089-9b40-95a6debf8032,30,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2021-10-09,26-35,South
1798,c04bcff0-4a87-4a1d-9782-ccb9811f63a7,35,F,Karnataka,Bengaluru,Retail,Premium,Home Loan,2023-03-07,26-35,South
1799,b99584f6-84af-4ab9-a14d-09facacccd1f,47,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-10-27,46-55,South
1800,b9db5e6b-6f38-4cd5-b7b2-4bcc1d817ae0,35,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2024-07-26,26-35,South
1801,67382e46-ba93-42ce-bd60-638f366d0117,32,F,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2023-08-08,26-35,South
1802,4ee9c3df-e87b-4ef9-b031-da692a5a28af,35,O,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2021-05-20,26-35,South
1803,9ca9cf95-0969-479c-8e1c-6ab37b9b5c7a,22,F,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2020-09-27,18-25,West
1804,e4fffc9d-e5ca-4e8c-a8df-fede22b59183,42,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2023-11-16,36-45,South
1805,60348aab-fb42-4732-a2d2-c46f5396b4c1,18,M,Tamil Nadu,Chennai,Retail,Mass,Auto Loan,2023-11-03,18-25,South
1806,38bef015-d6cb-4f7f-aa22-9d28e1637e0b,32,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2025-04-18,26-35,South
1807,3d737291-1583-4ba4-9519-5e1ca5e96b93,47,F,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2023-01-06,46-55,West
1808,b229b9b7-5029-489a-993a-7b8bfb907ccb,41,F,Delhi,Delhi,Retail,Premium,Personal Loan,2024-09-09,36-45,North
1809,78145541-aac7-4425-b6f3-94f9fc7286b0,45,M,Delhi,Delhi,Retail,Premium,Credit Card,2021-07-07,36-45,North
1810,17657e43-263b-428a-a464-6e69dbef71fb,37,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-01-28,36-45,West
1811,4f12a2b8-049b-445e-bca0-fd6a554db528,52,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2024-10-15,46-55,South
1812,14fb2bf7-2b68-43ca-9d7c-d2531add32f5,49,F,Delhi,Delhi,Retail,Mass,None,2020-12-26,46-55,North
1813,fb77b54c-3713-44d5-86e3-5f6a5bc7658a,43,M,Maharashtra,Pune,Retail,Mass,None,2021-07-16,36-45,West
1814,a2e8137f-fdf2-4a68-9930-d54a3b9b8d7f,49,F,Karnataka,Bengaluru,Retail,Mass,Home Loan,2024-05-10,46-55,South
1815,1f4e8419-b1e7-4077-84e5-88df7a5f284e,47,F,Haryana,Gurugram,Retail,High Value,Home Loan,2025-05-06,46-55,North
1816,2efb0fac-4997-4083-a4b1-113ab6791e1b,32,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-07-22,26-35,South
1817,5d42a8c6-a23c-422a-8c7a-d6b85157cf26,21,M,Maharashtra,Pune,Retail,Mass,Credit Card,2023-12-10,18-25,West
1818,91fdd203-110e-40cb-9016-99c9c899b44c,43,F,Delhi,Delhi,Retail,Mass,Credit Card,2023-10-11,36-45,North
1819,402160ee-f41b-4de1-bc84-8bb615204a64,44,F,Delhi,Delhi,Retail,Premium,Home Loan,2021-07-02,36-45,North
1820,4260b67b-5d5b-4116-b402-f0d33cec71d9,51,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2020-09-14,46-55,South
1821,f72c7222-a005-4492-ac11-7d56f69a4bae,26,M,West Bengal,Kolkata,Retail,High Value,Personal Loan,2021-11-29,26-35,East
1822,96ebe158-6209-44f1-aa0b-3cd38079ef8c,27,F,Delhi,Delhi,Retail,Mass,Personal Loan,2021-05-17,26-35,North
1823,8e110e2b-75f1-4619-98a7-84651a5b2aa8,43,M,Telangana,Hyderabad,Retail,Premium,Credit Card,2025-04-26,36-45,South
1824,b1a72b2c-cd3e-4881-9608-f7077049423a,37,M,Tamil Nadu,Chennai,Retail,Premium,Credit Card,2025-03-08,36-45,South
1825,7b104b78-d5a3-45ab-81bf-1abdec160664,18,M,Maharashtra,Pune,Retail,Mass,Personal Loan,2021-01-11,18-25,West
1826,582fb36a-5911-42ad-b45d-b70e308cd94e,42,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2022-08-23,36-45,West
1827,468ff465-30a6-41a9-afee-29fb27054e86,18,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-09-17,18-25,South
1828,360881db-820d-48de-a72b-212759729e03,26,F,Delhi,Delhi,Retail,Premium,Home Loan,2021-09-01,26-35,North
1829,aeb952eb-124f-4c4c-9a00-d912cd5c82bb,54,M,West Bengal,Kolkata,Retail,High Value,Personal Loan,2025-01-17,46-55,East
1830,163d0bd3-d597-4ace-8946-3c69ac90da47,59,F,Delhi,Delhi,Corporate,Mass,Personal Loan,2021-10-18,56-65,North
1831,3f505658-0502-4187-bf9d-2ccc3ba30459,23,M,Delhi,Delhi,SME,Mass,Credit Card,2021-03-02,18-25,North
1832,98aa9922-cd4e-41ff-96eb-df154b7ea052,34,M,Rajasthan,Jaipur,Retail,Mass,Credit Card,2023-04-30,26-35,North
1833,fdbf5d9f-645c-4a09-9307-d470d58077f0,38,M,Delhi,Delhi,Retail,Mass,Home Loan,2022-05-30,36-45,North
1834,d9a2ceae-af01-4cb3-b67a-a99a73f7b0f9,59,F,Maharashtra,Mumbai,Retail,Premium,Credit Card,2021-12-30,56-65,West
1835,a3f671b1-26a4-4ff7-8a85-23478fc2e098,32,F,Karnataka,Bengaluru,Retail,Mass,Auto Loan,2021-03-08,26-35,South
1836,95e5a0ab-e838-41da-94a7-9cef2fd12c1a,32,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2022-10-22,26-35,West
1837,0a93f3cb-43ca-4548-9c53-def61716f486,56,M,Maharashtra,Mumbai,Retail,High Value,Credit Card,2024-05-25,56-65,West
1838,bf96b138-67b4-47df-afa2-e8604d6fda7e,33,M,Delhi,Delhi,Retail,Premium,None,2024-11-25,26-35,North
1839,704d4620-1c61-4909-ab70-c02fd7a28464,46,M,Maharashtra,Pune,Retail,Premium,Personal Loan,2024-01-21,46-55,West
1840,a8eea871-64c7-425a-be7b-ee927b863a28,20,F,Maharashtra,Pune,Retail,Mass,Home Loan,2025-09-11,18-25,West
1841,7ed9ccdc-3bd0-4fa1-8fab-393ab5c3b442,35,M,Maharashtra,Mumbai,Retail,High Value,Personal Loan,2022-03-06,26-35,West
1842,2a79422c-5abd-4525-9ce8-c0f01e257e47,18,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2023-12-25,18-25,South
1843,539bf65e-cbf2-4eab-b86f-794859894984,25,F,Maharashtra,Mumbai,SME,Mass,Personal Loan,2022-02-08,18-25,West
1844,eb792651-5212-4343-be92-b1a958b02d21,48,M,West Bengal,Kolkata,Retail,Mass,Credit Card,2025-08-31,46-55,East
1845,6a7a0ed9-23e9-437a-aeeb-95e53287c9bb,37,F,Maharashtra,Mumbai,Retail,High Value,Home Loan,2024-03-29,36-45,West
1846,816c82e4-14a9-432e-9bdb-e1b765476d5e,34,M,Tamil Nadu,Chennai,Retail,Mass,Personal Loan,2023-11-03,26-35,South
1847,41b10164-a8f6-454a-929b-e3941f49fa65,29,F,Karnataka,Bengaluru,Retail,Premium,Personal Loan,2025-07-10,26-35,South
1848,00cbe980-ef8a-47c1-b66c-c689b514aafd,35,M,Tamil Nadu,Chennai,Retail,Premium,Personal Loan,2021-06-19,26-35,South
1849,ca776b42-e827-4e52-80ac-e4ce681b57c4,41,F,Delhi,Delhi,Retail,Premium,Personal Loan,2022-09-24,36-45,North
1850,aa3c8672-f6b8-42f4-b764-7c0f9a82cac1,49,M,Maharashtra,Pune,Corporate,Premium,Credit Card,2021-05-19,46-55,West
1851,c13c89f4-26eb-4af7-947a-de199ef2bfb5,18,M,Karnataka,Bengaluru,Retail,High Value,None,2021-08-12,18-25,South
1852,38307f31-a92d-4e0d-ad6d-03c343e7fa29,28,F,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2025-10-25,26-35,West
1853,c247ffd8-965a-40d1-9499-09685fcc4667,39,M,Telangana,Hyderabad,Retail,Mass,Credit Card,2021-04-07,36-45,South
1854,21756351-227d-4ba8-98b4-797279661283,36,M,Maharashtra,Pune,SME,Premium,Credit Card,2025-08-15,36-45,West
1855,a8f4ef47-e75e-4518-9efd-7830f519358a,42,F,Uttar Pradesh,Noida,Retail,Mass,Personal Loan,2021-03-26,36-45,North
1856,2afce0db-36fb-4360-b336-88adbe8b9331,41,M,Andhra Pradesh,Visakhapatnam,Corporate,Mass,Personal Loan,2022-05-03,36-45,South
1857,05d67a62-3811-4dc8-98bd-98788b161321,34,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2021-07-08,26-35,South
1858,77e0b94e-80b4-4729-ba64-23ddbf48d3ef,31,F,Karnataka,Bengaluru,Retail,Mass,Credit Card,2023-04-08,26-35,South
1859,48b096e9-5741-40a3-8919-2ba3c489d4e6,35,F,Karnataka,Bengaluru,Retail,Premium,Home Loan,2025-02-15,26-35,South
1860,89011610-37cf-44a0-afd3-70004c43c539,51,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2025-03-09,46-55,South
1861,5d28015b-9be4-45a3-9f5d-a53855da1bbe,29,M,Telangana,Hyderabad,Retail,High Value,Credit Card,2025-05-09,26-35,South
1862,a1ff9cc7-8a7c-4998-94a7-bae5e049b6d4,37,F,Andhra Pradesh,Visakhapatnam,Corporate,Mass,Auto Loan,2021-08-04,36-45,South
1863,e37ab8fb-37d3-436f-b34c-fb947de6b0aa,40,M,Andhra Pradesh,Visakhapatnam,Retail,Premium,Auto Loan,2023-01-30,36-45,South
1864,c39e7707-68b4-424f-8b2a-0c22120e3457,56,M,Telangana,Hyderabad,Retail,High Value,Auto Loan,2024-10-26,56-65,South
1865,47f06813-8380-41d4-9bb6-2d48b385aa3f,34,M,Tamil Nadu,Chennai,SME,Mass,Personal Loan,2025-04-27,26-35,South
1866,e28abad4-9050-4f1a-8dd3-fc202ab5d08b,49,M,Uttar Pradesh,Noida,SME,Mass,None,2025-07-29,46-55,North
1867,cf40b410-53fe-4823-9f2e-3be46acdd4fc,52,F,West Bengal,Kolkata,Corporate,Mass,Home Loan,2024-08-03,46-55,East
1868,f2fc7727-1610-4538-b271-f8e23ba3a2f8,37,F,Karnataka,Bengaluru,SME,Mass,Home Loan,2021-11-24,36-45,South
1869,32994486-3832-4a79-a60c-15f98ad91339,35,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2021-02-12,26-35,South
1870,2d2270c2-d9a3-4188-9608-65f20ee51b15,34,F,Uttar Pradesh,Noida,SME,Mass,None,2022-09-03,26-35,North
1871,51eb8c27-7c00-40c8-ab52-91a7e2e16a32,34,M,Karnataka,Bengaluru,Retail,High Value,Credit Card,2020-07-20,26-35,South
1872,50faa67d-f261-4929-8348-d8f20c59c611,48,M,Delhi,Delhi,Retail,Mass,Credit Card,2023-11-05,46-55,North
1873,656bb87a-944c-4d36-9ccf-93ebbff4793d,40,M,Andhra Pradesh,Vijayawada,Retail,Mass,Credit Card,2024-03-07,36-45,South
1874,3354478a-bdb6-4cff-828d-2c3330c3db14,40,F,Andhra Pradesh,Vijayawada,Retail,Mass,Credit Card,2022-03-18,36-45,South
1875,36e91df4-739a-418d-ba0b-cdd6c48039a1,24,M,Gujarat,Ahmedabad,Retail,Mass,Home Loan,2025-04-07,18-25,West
1876,f6bbb4ae-ad2a-4f8a-80a2-e87deff3c37c,26,F,Haryana,Gurugram,Retail,Mass,Personal Loan,2021-01-05,26-35,North
1877,5f7b32ef-f0fd-4a34-be94-1f296e524300,63,M,Karnataka,Bengaluru,Retail,Wealth,Personal Loan,2021-09-24,56-65,South
1878,7e1140e3-7919-4726-96e7-57433cbcc4ff,35,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2025-10-25,26-35,South
1879,c87e9da9-4890-49b5-b26e-97b8187af988,28,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2024-12-23,26-35,South
1880,23262c2a-b6e4-4798-a786-df0dfa45f2d0,55,F,Telangana,Hyderabad,Retail,Premium,Credit Card,2022-07-26,46-55,South
1881,7433afc6-a670-4b52-a725-64c37e919b78,41,M,Telangana,Hyderabad,Retail,Mass,Home Loan,2021-12-16,36-45,South
1882,83a7b650-9ba4-4b02-849e-0e7ac0251a30,44,O,Tamil Nadu,Chennai,Retail,Mass,Home Loan,2024-10-22,36-45,South
1883,cbdc7db1-6300-4ca1-a0ed-afef422bb199,36,M,Delhi,Delhi,Retail,Premium,Credit Card,2021-11-30,36-45,North
1884,e7fd9b34-1a12-496a-945b-177ea052a2b8,34,M,Maharashtra,Pune,Retail,Mass,Personal Loan,2023-05-29,26-35,West
1885,72bbf206-a5e3-476c-ab17-7949a89f2a5f,35,M,Karnataka,Bengaluru,Retail,Mass,Credit Card,2022-04-22,26-35,South
1886,8ee4fac1-748f-4c7e-86b2-c86329f0ccee,21,M,Karnataka,Bengaluru,Retail,High Value,Auto Loan,2023-09-07,18-25,South
1887,ff1cb141-82e7-4877-be23-1262253fbecd,36,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-07-08,36-45,West
1888,081d2b6b-2d9b-4194-8122-d136f436f3a6,41,M,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2023-11-14,36-45,West
1889,871c53c0-1206-4f3b-b787-b9addccf6614,60,M,Uttar Pradesh,Noida,Retail,Mass,None,2025-02-22,56-65,North
1890,ac371cde-4508-49e1-8af2-a33a7d74d6a9,39,F,Delhi,Delhi,Retail,Premium,Credit Card,2024-12-17,36-45,North
1891,e93d910b-342f-471f-b75c-152c97228711,18,F,Karnataka,Bengaluru,Retail,Premium,Credit Card,2025-01-31,18-25,South
1892,3eeb93df-0647-471c-9204-ccb69c7f2807,36,F,Maharashtra,Pune,Retail,High Value,Credit Card,2021-08-10,36-45,West
1893,3c70f219-26e9-4cac-bcdf-a514e87da39a,70,F,Telangana,Hyderabad,Retail,Mass,Credit Card,2023-09-08,65+,South
1894,2c279dfb-8e3d-4fd2-af12-a16dd68b9f08,48,M,Maharashtra,Mumbai,Retail,Premium,Personal Loan,2023-12-04,46-55,West
1895,feb53489-f23d-4839-8d2a-5c335f0880d1,28,F,Karnataka,Bengaluru,Retail,Mass,Personal Loan,2021-04-26,26-35,South
1896,c579212e-cae0-42ab-8101-a5b9ffdc6b98,45,M,Maharashtra,Mumbai,Retail,Mass,Personal Loan,2021-02-22,36-45,West
1897,1a832a4c-8721-47e6-b2aa-8f5779e94542,29,M,Tamil Nadu,Chennai,Retail,Mass,Credit Card,2024-09-21,26-35,South
1898,7b0bb6af-defd-4873-9744-4c097fcb9160,21,M,Karnataka,Bengaluru,SME,Premium,Personal Loan,2024-01-23,18-25,South
1899,baecc3c8-3704-4ece-ac24-a558113e2441,33,F,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-10-01,26-35,West
1900,296c212c-5ceb-40e8-aaab-690fab8d5e05,39,M,Maharashtra,Mumbai,Retail,Premium,Credit Card,2021-05-28,36-45,West
1901,f4eaf4bc-f9a6-40c6-8c8b-62f65cd686b1,18,F,Telangana,Hyderabad,SME,Mass,Credit Card,2022-04-29,18-25,South
1902,1b825fd4-b8f7-4e8b-afa4-7d9dcc836966,24,M,Maharashtra,Mumbai,Retail,Mass,Auto Loan,2023-01-09,18-25,West
1903,3e6591d3-4115-4b85-ab25-7edb9413aa19,38,M,Uttar Pradesh,Noida,Retail,Wealth,Credit Card,2024-09-18,36-45,North
1904,8adf3d6f-a8ee-48dd-9a9d-2cbed081de7b,33,M,Maharashtra,Mumbai,SME,Premium,Personal Loan,2023-11-22,26-35,West
1905,75d8e0d9-5615-45a5-8951-23121c334201,42,M,Tamil Nadu,Chennai,Retail,Mass,None,2025-11-05,36-45,South
1906,8895ca29-a6d8-457b-80b1-9ea73a98da49,23,M,Delhi,Delhi,Retail,Premium,Home Loan,2022-02-23,18-25,North
1907,acc675aa-e4d9-4b21-8a9a-a4657e2be802,46,F,Delhi,Delhi,Retail,Mass,Credit Card,2020-12-21,46-55,North
1908,7dd9f0a5-d360-4ca2-a6ca-1e7773552d6c,23,M,Maharashtra,Mumbai,Retail,Premium,Home Loan,2021-09-11,18-25,West
1909,fe97ccfc-51fe-4d90-9d92-a9dc3dc461bd,57,M,Haryana,Gurugram,Retail,Mass,Personal Loan,2024-04-23,56-65,North
1910,db5ff650-0734-4314-8553-02ff770987eb,18,F,Gujarat,Ahmedabad,Retail,Mass,Home Loan,2023-05-12,18-25,West
1911,70314e95-2f27-461b-a76b-cda8d9d5cad0,24,M,Maharashtra,Mumbai,SME,Mass,Personal Loan,2020-10-04,18-25,West
1912,286f0a1c-7ed0-4d99-a8ee-862942393491,43,M,Maharashtra,Mumbai,Retail,Mass,Credit Card,2023-09-04,36-45,West
1913,c10cbcce-04fe-453f-a8b4-65f0e02444a9,57,M,Gujarat,Ahmedabad,Retail,Mass,Personal Loan,2021-05-29,56-65,West
1914,e34a20cd-a2e5-4fed-8b8f-dce9af6270d2,41,M,Telangana,Hyderabad,Retail,Mass,Home Loan,2022-11-04,36-45,South
1915,035a4e04-e564-4601-a545-825e6b7f2ef8,44,M,Maharashtra,Mumbai,Retail,Wealth,Personal Loan,2023-04-10,36-45,West
